PSRJ,RA,Dec,l,b,Period,Pdot,Edot,DM,DIST,TS,Edot/D2
J2144-3933,325.7640833333333,6.9048694444444445,62.65539768008072,-33.13903170129396,8.509827491,4.96e-16,3.177453066486135e+28,3.35,0.16,2.8012828399660066,1.2411926040961464e+30
J2144-5237,326.05025168333333,-39.5658014,2.7938980544490994,-49.46622203983637,0.005041453778519542,8.895689670332137e-21,2.740766209222826e+33,19.5465,1.659,1.9591440102085471,9.958162735646637e+32
J2145-0750,326.14854166666663,-52.61875833333333,343.43451962538825,-47.12342208574643,0.0160524239193813,2.9788e-20,2.8430154586539447e+32,8.99761,0.6134924724108959,2.299289651098661,7.553717602302769e+32
J2151+2315,326.460245,-7.8384761111111105,47.77670612277485,-42.083627167937024,0.593533613,7.08e-16,1.336771068227449e+32,23.6,1.911,1.1641532182693481e-10,3.6604599831908985e+31
J2154-2812,327.87041666666664,23.253555555555554,77.84887708605605,-23.47086629479353,1.3433614881,6.13e-16,9.982550830568794e+30,32.1,25.0,-0.0029474617913365364,1.597208132891007e+28
J2155+2813,328.57237499999997,-28.211388888888887,20.72790127261672,-50.98417308885131,1.6090199964,9.164e-16,8.684813425567646e+30,77.1309,25.0,3.259629011154175e-09,1.3895701480908234e+28
J2155-3118,328.8159166666666,28.220027777777776,82.13092537519051,-20.36978862471128,1.03000211203956,1.2408867739201842e-15,4.483090919056597e+31,14.85,1.298,-3.111606929451227e-05,2.660897599398266e+31
J2155-5641,328.80670875,-31.315184777777777,15.845448957553408,-51.5774137104091,1.373654387,4.23e-15,6.442696476039642e+31,14.0,1.043,14.025961584644392,5.922417979002273e+31
J2156+2618,328.7558333333333,-56.69916666666666,337.0455346151455,-47.053541685974714,0.49814907254,1.42e-17,4.53492493631152e+30,48.4433,6.103,0.8883273426909,1.2175403501326846e+29
J2202+21,329.0987666666667,26.30846388888889,80.97629875230284,-21.969193243879324,0.0,0.0,0.0,17.0,1.298,10.718007808784023,0.0
J2204+2700,330.5875,21.783333333333335,78.78889717163374,-26.251757660480376,0.08470261549132646,1.3057650189350125e-19,8.482703824805507e+30,35.074,3.196,5.20877276873216,8.304639075602075e+29
J2205+1444,331.18170416666663,27.015191666666666,82.99933167332506,-22.648553394303526,0.93801422813,9e-16,4.305008053860592e+31,36.717,6.043,0.8182888877345249,1.178877773951196e+30
J2209+22,331.32186249999995,14.742027777777777,73.88568106191798,-31.88471164008358,1.7769,0.0,0.0,46.3,25.0,0.0,0.0
J2212+2933,332.47499999999997,21.283333333333335,79.89984817640018,-27.785783121087757,1.0045925288525703,4.951669970198044e-16,1.9281534593634873e+31,74.5213,25.0,-0.015057229436933994,3.0850455349815796e+28
J2215+1538,333.09726833333326,29.551503055555557,86.1361098661307,-21.73086244093457,0.3741958930416,2.36723e-15,1.7836233239429752e+33,29.2404,3.142,-0.038977658841758966,1.8067197059762938e+32
J2222+2923,333.91522083333325,15.643022222222221,76.78332817480457,-32.92929907204779,0.28139914275418987,6.168548700583569e-18,1.0928848969756336e+31,49.4128,7.631,1.4984595108544454,1.8767720074404135e+29
J2222-0137,335.76342874999995,29.39962852777778,88.04994352155622,-23.241995157545308,0.03281785905434283,5.802358384831542e-20,6.480873580283908e+31,3.277,0.2672348289764191,0.9595736882183701,9.075016658105879e+32
J2227+30,335.52487125416667,-1.6210345583333334,62.018455404267335,-46.07528827261431,0.842408,0.0,0.0,19.0,1.359,2.192727245623246,0.0
J2228-65,336.87499999999994,30.6,89.65615579287935,-22.814874186423452,2.74598,0.0,0.0,36.0,25.0,0.17379561171401292,0.0
J2229+2643,337.07499999999993,-65.19638888888889,323.5292858863389,-45.79060809454,0.002977819295709249,1.5163267266006138e-21,2.2670312533982122e+33,22.7271,1.8,5.05788510479033,6.997010041352506e+32
J2234+0611,337.46201375,26.732684305555555,87.69304496788502,-26.28392480397233,0.0035765816316731076,1.2014186449005763e-20,1.0366918368550566e+34,10.7645,0.9708667281842333,0.8322468964615837,1.0998423613038703e+34
J2234+2114,338.59613787499995,6.191301758333333,72.99086896242436,-43.00569854905339,1.35874531269,2.22e-16,3.493803974005361e+30,35.08,4.472,0.14503943570889533,1.7470082051015503e+29
J2235+1506,338.73599999999993,21.238555555555557,85.13811330005164,-31.435460607618737,0.059767357984547,1.576e-19,2.914229667181926e+31,18.09,1.54,0.0,1.228803199182799e+31
J2236-5527,338.93208374999995,15.113627777777777,80.87834591573862,-36.44351996115189,0.006907549392921,9.6e-21,1.1498970838395825e+33,20.0,2.053,2.892994311405346,2.7282305884788197e+32
J2243+1518,339.2160458333333,-55.46356472222222,334.1660763300266,-52.71875263061772,0.596799464458,1.125e-16,2.0894259534601997e+31,42.13,25.0,0.0,3.3430815255363194e+28
J2248-0101,340.7906999999999,15.306975000000001,82.80897680016876,-37.3769425500858,0.4772331191229628,6.593518352872731e-16,2.3948881229269164e+32,29.05,3.999970920119041,6.959307938814163e-06,1.4968268405233809e+31
J2251-3711,342.1120245833333,-1.030023611111111,69.25596914901092,-50.61999192592726,12.12256493,1.31e-14,2.9030029394647532e+29,12.12,1.344,6.7151620965451,1.607122340176331e+29
J2253+1516,342.9333333333333,-37.196666666666665,3.604965065789982,-62.88292939718582,0.792235920118,6.65e-17,5.279803912593986e+30,29.2045,3.806,0.0,3.644854746173372e+29
J2305+3100,343.31055416666663,15.277175000000002,85.30503069903851,-38.80895639676843,1.5758863383593105,2.8924987405314124e-15,2.917818298501626e+31,49.5845,4.347794478390262,1.664339343085885,1.5435483229265224e+30
J2306+31,346.4930049999999,31.000355833333334,97.72095364833685,-26.657410243558445,0.3416,0.0,0.0,46.13,25.0,1.0673025781288743,0.0
J2307+2225,346.55,31.383333333333333,97.95864411598967,-26.335234032973908,0.535828895432,8.7e-18,2.232546943656949e+30,7.024,0.494,1.1641532182693481e-09,9.148432787199221e+30
J2317+2149,346.9220333333333,22.43058888888889,93.56959455823973,-34.458045411080874,1.4446531023167097,1.0470467092773874e-15,1.3709924693920346e+31,20.86959,1.9607700588818828,1.5766014815308154,3.5660032621753914e+30
J2322+2057,349.49100791666666,21.830005277777776,95.83142946271376,-36.07477900755023,0.0048084282894641,9.661e-21,3.430618206383149e+33,13.36,1.009,0.40585289208684117,3.3696908265483293e+33
J2322-2650,350.59306316666664,20.950743666666664,96.5146368551821,-37.31007093035368,0.0034630991790879,5.834e-22,5.5453807854444526e+32,6.149,0.22727107500676366,18.043931149179116,1.0736013301047423e+34
J2323+1241,350.64433349999996,-26.849532527777775,28.636953942654543,-70.22811232316343,3.7594914873614753,1.8472845550311224e-15,1.3724806129327985e+30,29.0,25.0,2.0406796208117157,2.1959689806924777e+27
J2324-6054,350.8400791666666,12.23686111111111,91.5951254249751,-45.208596098055196,2.3474883631250436,2.5813779575179617e-15,7.87772814932761e+30,14.0,1.207,4.34815192501992,5.407374511241459e+30
J2325-0530,351.11308333333324,-60.901609444444446,320.42503053124295,-53.17225025079985,0.8687351150250493,1.0286570542057492e-15,6.19395742892097e+31,14.966,1.495,1.3279848084785044,2.771314606736376e+31
J2329+16,351.31374999999997,-5.510833333333333,75.57906206731725,-60.199812972315186,0.6321,0.0,0.0,31.0,25.0,-1.1641532182693481e-10,0.0
J2330-2005,352.4583333333333,16.95,96.4144056658969,-41.68163145275677,1.6436221853269488,4.630379434658791e-15,4.116900144501986e+31,8.456,0.861,4.575673945830204,5.553464888357387e+31
J2336-01,352.6120208333333,-20.09156388888889,49.39448438430415,-70.18961492949401,1.0298,0.0,0.0,19.6,2.393,30.45753378898371,0.0
J2340+08,354.15,-1.85,84.42355959551374,-59.008063159037064,0.3033,0.0,0.0,24.0,3.288,-1.1918600648641586e-06,0.0
J2346-0609,355.18749999999994,8.55,94.82099385939976,-50.42337516671849,1.1814633829674592,1.3630531157485296e-15,3.262959762140746e+31,22.504,3.7036767778880004,-0.0002741889329627156,2.3787322531002594e+30
J2350+31,356.7104074999999,-6.166638611111112,83.79780971497146,-64.01460238718528,0.5081,0.0,0.0,39.14,5.233,2.110632940893993,0.0
J2351+8533,357.67499999999995,31.65,108.09333199209587,-29.4656212750193,1.0117271911102368,8.802890419393562e-16,3.3557899242077473e+31,38.5,2.618,0.39014980266802013,4.896158644606721e+30
J2354-22,357.7637241666667,85.55573933333334,121.67725466619618,22.831857798820575,0.557996,0.0,0.0,9.9,1.108,0.05896547983866185,0.0
J2355+2246,358.60833333333323,-22.864722222222223,48.081550841727754,-76.40858278139176,1.8409859072,3.78e-15,2.391663879716564e+31,23.1,2.163,3.7602148950099945e-07,5.111955984226297e+30
